Unnamed: 0,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,issue_year,issue_month
2784,12000.0,12000.0,12000.0,36.0,8.49,378.76,B,B1,Purchasing Analyst,8.0,MORTGAGE,52000.0,Not Verified,n,debt_consolidation,Debt consolidation,480xx,MI,23.1,0.0,May-2004,680.0,684.0,2.0,14.0,1.0,7282.0,31.0,37.0,w,0.0,1.0,Individual,0.0,0.0,107361.0,4.0,2.0,2.0,2.0,6.0,27382.0,93.0,2.0,5.0,5546.0,31.0,23500.0,1.0,0.0,3.0,8.0,8258.0,4500.0,49.0,0.0,0.0,133.0,139.0,1.0,1.0,1.0,6.0,4.0,0.0,3.0,9.0,7.0,10.0,10.0,9.0,22.0,6.0,13.0,,0.0,0.0,4.0,78.0,0.0,1.0,0.0,127298.0,34740.0,13500.0,29333.0,N,Cash,Y,2015,12
3344,20000.0,20000.0,20000.0,36.0,8.49,631.26,B,B1,,,OWN,50000.0,Not Verified,n,debt_consolidation,Debt consolidation,010xx,MA,26.81,2.0,Nov-1989,685.0,689.0,0.0,14.0,0.0,15893.0,75.3,25.0,w,0.0,1.0,Individual,0.0,0.0,186777.0,0.0,3.0,0.0,0.0,26.0,13172.0,40.0,0.0,1.0,9951.0,54.0,21100.0,0.0,4.0,0.0,1.0,15565.0,612.0,96.0,0.0,0.0,50.0,313.0,22.0,22.0,4.0,22.0,,0.0,3.0,5.0,4.0,5.0,3.0,10.0,18.0,7.0,14.0,0.0,0.0,0.0,0.0,92.0,75.0,0.0,0.0,228100.0,29065.0,15400.0,33000.0,N,Cash,N,2015,12
8130,21825.0,21825.0,21825.0,60.0,18.99,566.04,E,E3,Physician,2.0,RENT,52000.0,Verified,n,other,Other,328xx,FL,30.39,0.0,Dec-2004,745.0,749.0,0.0,27.0,0.0,926.0,7.8,35.0,w,0.0,1.0,Individual,0.0,0.0,412965.0,4.0,23.0,3.0,5.0,0.0,412039.0,105.0,1.0,1.0,614.0,101.0,11900.0,2.0,0.0,0.0,6.0,15295.0,9974.0,8.5,0.0,0.0,77.0,132.0,2.0,0.0,0.0,2.0,14.0,0.0,2.0,2.0,3.0,4.0,29.0,4.0,6.0,2.0,27.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,389779.0,412965.0,10900.0,377879.0,N,Cash,N,2015,12
8046,21000.0,21000.0,21000.0,60.0,13.18,479.76,C,C3,Owner,10.0,MORTGAGE,75000.0,Source Verified,n,debt_consolidation,Debt consolidation,029xx,RI,24.27,0.0,Jul-1994,695.0,699.0,0.0,12.0,0.0,40808.0,58.9,14.0,w,0.0,1.0,Individual,0.0,0.0,50389.0,1.0,1.0,0.0,0.0,47.0,9581.0,44.0,1.0,2.0,15740.0,55.0,69300.0,0.0,1.0,0.0,2.0,4199.0,4925.0,87.9,0.0,0.0,144.0,257.0,5.0,5.0,0.0,5.0,,0.0,6.0,9.0,6.0,6.0,2.0,11.0,12.0,10.0,12.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,91299.0,50389.0,40600.0,21999.0,N,Cash,N,2015,12
8390,7900.0,7900.0,7900.0,36.0,17.57,283.91,D,D4,Receiver,10.0,MORTGAGE,54000.0,Verified,n,credit_card,Credit card refinancing,208xx,MD,7.6,4.0,Mar-2003,665.0,669.0,0.0,8.0,0.0,2701.0,44.3,17.0,w,0.0,1.0,Individual,0.0,0.0,207971.0,1.0,2.0,2.0,2.0,5.0,4601.0,61.0,0.0,1.0,1049.0,54.0,6100.0,3.0,0.0,9.0,3.0,25996.0,3327.0,43.6,0.0,0.0,150.0,105.0,22.0,5.0,4.0,22.0,1.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,8.0,5.0,8.0,0.0,0.0,0.0,2.0,70.6,66.7,0.0,0.0,218981.0,7302.0,5900.0,7500.0,N,Cash,N,2015,12
6133,16625.0,16625.0,16625.0,36.0,17.97,600.79,D,D4,Registered Nurse,10.0,MORTGAGE,70000.0,Not Verified,n,home_improvement,Home improvement,190xx,PA,13.24,0.0,Mar-2001,760.0,764.0,1.0,15.0,0.0,5237.0,87.3,31.0,w,0.0,1.0,Individual,0.0,0.0,429297.0,2.0,13.0,1.0,2.0,4.0,80827.0,75.0,1.0,1.0,5237.0,75.0,6000.0,0.0,0.0,2.0,3.0,28620.0,763.0,87.3,0.0,0.0,145.0,177.0,6.0,4.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,5.0,15.0,1.0,13.0,1.0,15.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,501515.0,86064.0,6000.0,108494.0,N,Cash,N,2015,12
1868,35000.0,35000.0,35000.0,60.0,21.48,956.35,E,E5,Regional Account Manager,1.0,MORTGAGE,160000.0,Verified,n,credit_card,Credit card refinancing,337xx,FL,28.64,1.0,Oct-2005,660.0,664.0,1.0,23.0,0.0,64704.0,36.6,66.0,w,0.0,1.0,Individual,0.0,0.0,355785.0,3.0,7.0,5.0,9.0,3.0,99143.0,82.0,5.0,7.0,11366.0,71.0,96900.0,11.0,4.0,18.0,17.0,15469.0,21586.0,43.7,0.0,0.0,122.0,121.0,5.0,3.0,2.0,10.0,3.0,0.0,7.0,8.0,12.0,16.0,43.0,14.0,21.0,8.0,23.0,0.0,0.0,0.0,11.0,98.4,16.7,0.0,0.0,420365.0,163847.0,40400.0,120366.0,N,Cash,N,2015,12
2,20000.0,20000.0,20000.0,60.0,10.78,432.66,B,B4,truck driver,10.0,MORTGAGE,63000.0,Not Verified,n,home_improvement,,605xx,IL,10.78,0.0,Aug-2000,695.0,699.0,0.0,6.0,0.0,7869.0,56.2,18.0,w,0.0,1.0,Joint App,0.0,0.0,189699.0,0.0,1.0,0.0,4.0,19.0,10827.0,73.0,0.0,2.0,2081.0,65.0,14000.0,2.0,5.0,1.0,6.0,31617.0,2737.0,55.9,0.0,0.0,125.0,184.0,14.0,14.0,5.0,101.0,10.0,0.0,2.0,3.0,2.0,4.0,6.0,4.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,218418.0,18696.0,6200.0,14877.0,N,Cash,N,2015,12
8980,9600.0,9600.0,9600.0,36.0,11.99,318.82,C,C1,Clinical Research Associate Ii,0.0,MORTGAGE,72000.0,Verified,n,debt_consolidation,Debt consolidation,970xx,OR,35.68,5.0,Jun-1990,660.0,664.0,0.0,17.0,0.0,10082.0,46.9,34.0,w,0.0,1.0,Individual,0.0,0.0,67904.0,1.0,4.0,2.0,4.0,6.0,57822.0,75.0,0.0,0.0,7511.0,62.0,21500.0,0.0,1.0,0.0,4.0,4527.0,8843.0,51.4,0.0,0.0,159.0,306.0,34.0,6.0,0.0,93.0,,1.0,4.0,8.0,5.0,13.0,7.0,13.0,27.0,8.0,17.0,0.0,0.0,0.0,2.0,73.5,60.0,0.0,0.0,84825.0,67904.0,18200.0,63325.0,N,Cash,N,2015,12
2224,28000.0,28000.0,28000.0,36.0,12.88,941.82,C,C2,sales,8.0,MORTGAGE,450000.0,Source Verified,n,credit_card,Credit card refinancing,662xx,KS,14.94,0.0,Oct-1994,695.0,699.0,3.0,25.0,4.0,167659.0,65.0,41.0,w,0.0,1.0,Individual,0.0,0.0,638805.0,5.0,7.0,2.0,3.0,3.0,165541.0,88.0,6.0,7.0,28269.0,65.0,258900.0,0.0,0.0,4.0,10.0,25552.0,9680.0,62.0,0.0,0.0,254.0,229.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,17.0,15.0,15.0,15.0,17.0,25.0,8.0,25.0,,0.0,0.0,8.0,100.0,20.0,0.0,0.0,831930.0,226895.0,96800.0,188280.0,N,Cash,N,2015,12
827,5000.0,5000.0,5000.0,36.0,7.91,156.48,A,A5,Commercial Relationship Manager,4.0,RENT,93000.0,Source Verified,n,credit_card,Credit card refinancing,331xx,FL,14.3,2.0,Jul-1982,680.0,684.0,0.0,9.0,0.0,11220.0,24.3,30.0,w,0.0,1.0,Individual,0.0,0.0,49971.0,0.0,2.0,1.0,1.0,10.0,38751.0,56.0,0.0,0.0,4927.0,27.0,46200.0,3.0,1.0,3.0,1.0,6246.0,27131.0,26.7,0.0,0.0,92.0,308.0,56.0,10.0,2.0,137.0,10.0,2.0,3.0,4.0,3.0,10.0,9.0,6.0,18.0,5.0,9.0,0.0,0.0,0.0,1.0,83.3,66.7,0.0,0.0,90456.0,49971.0,37000.0,44256.0,N,Cash,N,2015,12
2543,28000.0,28000.0,28000.0,36.0,5.32,843.22,A,A1,Area Manager,2.0,MORTGAGE,200000.0,Source Verified,n,home_improvement,Home improvement,809xx,CO,13.82,0.0,Mar-2005,760.0,764.0,0.0,21.0,0.0,14432.0,20.2,34.0,f,0.0,1.0,Individual,0.0,0.0,64401.0,0.0,5.0,0.0,2.0,23.0,49969.0,58.0,1.0,3.0,5251.0,41.0,71600.0,0.0,4.0,2.0,5.0,3067.0,22330.0,31.7,0.0,0.0,109.0,129.0,8.0,8.0,4.0,8.0,5.0,0.0,4.0,6.0,9.0,12.0,8.0,16.0,22.0,6.0,21.0,0.0,0.0,0.0,1.0,100.0,11.1,0.0,0.0,157628.0,64401.0,32700.0,86028.0,N,Cash,N,2015,12
8660,32400.0,32400.0,32400.0,60.0,17.57,815.19,D,D4,Vice President Technical Operations,3.0,MORTGAGE,396000.0,Source Verified,n,credit_card,Credit card refinancing,341xx,FL,7.88,0.0,Jan-2001,685.0,689.0,1.0,7.0,0.0,27588.0,98.2,12.0,w,0.0,1.0,Individual,0.0,0.0,755059.0,2.0,2.0,1.0,1.0,2.0,97642.0,,1.0,3.0,14999.0,98.0,28100.0,0.0,0.0,8.0,5.0,107866.0,395.0,98.5,0.0,0.0,127.0,179.0,10.0,2.0,1.0,10.0,2.0,0.0,3.0,4.0,3.0,4.0,6.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,769780.0,125230.0,27000.0,110028.0,N,Cash,N,2015,12
9832,19675.0,19675.0,19675.0,36.0,10.64,640.79,B,B4,Web Developer,0.0,OWN,78000.0,Not Verified,n,debt_consolidation,Debt consolidation,925xx,CA,19.63,0.0,Mar-2002,705.0,709.0,0.0,14.0,0.0,23800.0,70.0,20.0,w,0.0,1.0,Individual,0.0,0.0,533440.0,0.0,4.0,0.0,0.0,41.0,16800.0,45.0,0.0,2.0,4929.0,57.0,34000.0,0.0,2.0,0.0,2.0,38103.0,3642.0,83.8,0.0,0.0,81.0,165.0,23.0,23.0,1.0,23.0,19.0,0.0,6.0,7.0,7.0,9.0,8.0,9.0,11.0,7.0,14.0,0.0,0.0,0.0,0.0,100.0,85.7,0.0,0.0,581443.0,40600.0,22500.0,37443.0,N,Cash,N,2015,12
9753,8800.0,8800.0,8800.0,36.0,18.2,319.03,E,E1,Business Analyst ,10.0,MORTGAGE,60507.0,Verified,n,home_improvement,Home improvement,302xx,GA,18.39,1.0,Jul-2002,660.0,664.0,0.0,12.0,0.0,3048.0,63.5,22.0,w,0.0,1.0,Individual,0.0,0.0,301731.0,1.0,7.0,1.0,2.0,6.0,192631.0,104.0,0.0,0.0,0.0,103.0,4800.0,1.0,0.0,3.0,2.0,25144.0,,,0.0,0.0,161.0,66.0,57.0,6.0,1.0,,6.0,1.0,0.0,2.0,0.0,0.0,17.0,4.0,4.0,3.0,12.0,0.0,0.0,0.0,1.0,90.0,,0.0,0.0,282937.0,195679.0,0.0,171037.0,N,Cash,N,2015,12
6341,18000.0,18000.0,18000.0,60.0,19.89,475.79,E,E3,Warehouse Manager,0.0,RENT,55000.0,Not Verified,n,major_purchase,Major purchase,954xx,CA,24.53,0.0,Jan-2000,720.0,724.0,0.0,17.0,0.0,2452.0,16.9,23.0,w,0.0,1.0,Individual,0.0,0.0,54688.0,0.0,6.0,2.0,3.0,11.0,52236.0,92.0,1.0,4.0,4.0,77.0,14500.0,3.0,1.0,8.0,7.0,3217.0,4696.0,0.1,0.0,0.0,117.0,80.0,12.0,11.0,0.0,13.0,2.0,0.0,1.0,7.0,4.0,5.0,10.0,11.0,12.0,7.0,17.0,0.0,0.0,0.0,3.0,95.7,0.0,0.0,0.0,71293.0,54688.0,4700.0,56793.0,N,Cash,N,2015,12
9394,12000.0,12000.0,12000.0,60.0,9.76,253.55,B,B3,Lead CFESA Master technician,10.0,MORTGAGE,60000.0,Not Verified,n,debt_consolidation,Debt consolidation,234xx,VA,15.52,1.0,Dec-2006,700.0,704.0,1.0,13.0,0.0,8103.0,33.5,19.0,w,0.0,1.0,Individual,0.0,0.0,177912.0,1.0,2.0,0.0,1.0,21.0,13732.0,51.0,0.0,2.0,1855.0,43.0,24200.0,3.0,0.0,2.0,4.0,13686.0,13010.0,36.8,0.0,0.0,50.0,108.0,18.0,4.0,5.0,18.0,5.0,0.0,7.0,8.0,7.0,9.0,2.0,9.0,12.0,8.0,13.0,0.0,0.0,0.0,1.0,89.5,0.0,0.0,0.0,208235.0,21835.0,20600.0,27147.0,N,Cash,N,2015,12
2092,8000.0,8000.0,8000.0,36.0,8.49,252.51,B,B1,Branch Manager,3.0,RENT,75000.0,Source Verified,n,debt_consolidation,Debt consolidation,786xx,TX,15.71,0.0,Nov-2002,675.0,679.0,0.0,9.0,0.0,6377.0,60.2,24.0,w,0.0,1.0,Individual,0.0,4032.0,60877.0,0.0,2.0,1.0,1.0,7.0,54500.0,94.0,2.0,2.0,2029.0,89.0,10600.0,1.0,0.0,2.0,3.0,7610.0,4223.0,60.2,0.0,0.0,157.0,135.0,12.0,7.0,1.0,12.0,7.0,1.0,6.0,6.0,6.0,6.0,11.0,7.0,12.0,6.0,9.0,0.0,0.0,0.0,3.0,95.7,16.7,0.0,0.0,68555.0,60877.0,10600.0,57955.0,N,Cash,N,2015,12
9515,23100.0,23100.0,23100.0,60.0,9.76,488.09,B,B3,Executive Development Program,0.0,OWN,51200.0,Not Verified,n,debt_consolidation,Debt consolidation,076xx,NJ,33.97,0.0,Oct-2002,745.0,749.0,0.0,17.0,1.0,17252.0,40.6,25.0,w,0.0,1.0,Individual,0.0,0.0,89352.0,3.0,8.0,3.0,3.0,3.0,72100.0,56.0,3.0,5.0,13800.0,52.0,42500.0,0.0,0.0,1.0,8.0,5256.0,20368.0,45.4,0.0,0.0,158.0,148.0,4.0,3.0,0.0,4.0,1.0,0.0,4.0,5.0,7.0,13.0,10.0,9.0,15.0,5.0,17.0,0.0,0.0,0.0,6.0,100.0,14.3,0.0,0.0,170710.0,89352.0,37300.0,128210.0,N,Cash,N,2015,12
5173,10000.0,10000.0,10000.0,36.0,12.88,336.37,C,C2,Business Analyst,6.0,RENT,60000.0,Source Verified,n,debt_consolidation,Debt consolidation,088xx,NJ,9.1,7.0,Nov-2003,675.0,679.0,0.0,6.0,0.0,1200.0,21.4,23.0,w,1.0,1.0,Individual,0.0,78.0,63939.0,0.0,2.0,0.0,1.0,16.0,62739.0,66.0,0.0,0.0,389.0,54.0,5600.0,0.0,1.0,0.0,1.0,10657.0,4093.0,19.7,0.0,0.0,145.0,103.0,26.0,16.0,0.0,38.0,19.0,8.0,3.0,3.0,3.0,5.0,16.0,4.0,7.0,4.0,6.0,0.0,0.0,7.0,0.0,92.9,33.3,0.0,0.0,71719.0,63939.0,5100.0,66119.0,N,Cash,N,2015,12
4488,3000.0,3000.0,3000.0,36.0,11.48,98.9,B,B5,Customer Service Representative,3.0,MORTGAGE,55000.0,Source Verified,n,other,Other,945xx,CA,3.53,0.0,Dec-2009,700.0,704.0,0.0,3.0,0.0,8640.0,78.5,10.0,f,0.0,1.0,Individual,0.0,0.0,8640.0,2.0,0.0,0.0,0.0,26.0,0.0,,2.0,2.0,1822.0,79.0,11000.0,0.0,2.0,3.0,3.0,2880.0,2178.0,45.5,0.0,0.0,60.0,72.0,5.0,4.0,1.0,5.0,5.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,11000.0,8640.0,4000.0,0.0,N,Cash,N,2015,12
2992,10000.0,10000.0,10000.0,36.0,9.8,321.74,B,B3,Warehouse Manager,10.0,RENT,50000.0,Not Verified,n,debt_consolidation,Debt consolidation,917xx,CA,27.44,0.0,Jul-2006,715.0,719.0,3.0,15.0,0.0,15379.0,35.5,25.0,w,0.0,1.0,Individual,0.0,0.0,38808.0,1.0,2.0,0.0,2.0,15.0,23429.0,73.0,1.0,2.0,3908.0,52.0,43300.0,2.0,4.0,6.0,4.0,2587.0,19428.0,40.9,0.0,0.0,110.0,113.0,4.0,4.0,0.0,4.0,1.0,0.0,8.0,10.0,8.0,9.0,8.0,13.0,17.0,10.0,15.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,75316.0,38808.0,32900.0,32016.0,N,Cash,N,2015,12
4544,14400.0,14400.0,14400.0,36.0,6.49,441.29,A,A2,owner,10.0,OWN,40000.0,Not Verified,n,debt_consolidation,Debt consolidation,359xx,AL,17.7,0.0,Nov-2002,780.0,784.0,0.0,6.0,0.0,4795.0,10.1,14.0,w,0.0,1.0,Individual,0.0,0.0,20057.0,1.0,1.0,0.0,1.0,24.0,15262.0,63.0,2.0,2.0,2102.0,28.0,47300.0,1.0,1.0,1.0,3.0,3343.0,42505.0,10.1,0.0,0.0,148.0,157.0,4.0,4.0,0.0,4.0,11.0,0.0,4.0,4.0,5.0,5.0,9.0,5.0,5.0,4.0,6.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,71605.0,20057.0,47300.0,24305.0,N,Cash,N,2015,12
2188,3500.0,3500.0,3500.0,36.0,10.78,114.23,B,B4,pharmacy manager,10.0,MORTGAGE,130000.0,Not Verified,n,other,Other,775xx,TX,19.69,0.0,Mar-1994,680.0,684.0,0.0,10.0,3.0,15665.0,74.6,26.0,w,0.0,1.0,Individual,0.0,0.0,97466.0,1.0,4.0,1.0,4.0,5.0,81801.0,88.0,0.0,2.0,5207.0,84.0,21000.0,0.0,0.0,0.0,6.0,9747.0,4235.0,78.7,0.0,0.0,125.0,217.0,14.0,5.0,2.0,14.0,16.0,0.0,5.0,5.0,5.0,7.0,12.0,6.0,12.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,132120.0,97466.0,19900.0,111120.0,N,Cash,N,2015,12
3333,35000.0,35000.0,35000.0,60.0,18.49,898.13,D,D5,"Vice President, Director of Research",2.0,RENT,125000.0,Source Verified,n,debt_consolidation,Debt consolidation,333xx,FL,18.15,0.0,Dec-1995,660.0,664.0,0.0,38.0,1.0,48129.0,68.9,49.0,w,0.0,1.0,Individual,0.0,0.0,49956.0,1.0,1.0,0.0,0.0,35.0,1827.0,12.0,3.0,11.0,12608.0,59.0,69900.0,0.0,0.0,2.0,11.0,1315.0,12871.0,78.9,0.0,0.0,65.0,240.0,3.0,3.0,0.0,3.0,8.0,0.0,23.0,23.0,28.0,34.0,4.0,37.0,45.0,24.0,38.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,1.0,85307.0,49956.0,61000.0,15407.0,N,Cash,N,2015,12
7583,18000.0,18000.0,18000.0,36.0,16.55,637.73,D,D2,HR,3.0,RENT,61000.0,Verified,n,debt_consolidation,Debt consolidation,945xx,CA,32.85,0.0,Aug-2004,660.0,664.0,0.0,16.0,0.0,19657.0,97.8,28.0,w,0.0,1.0,Individual,0.0,0.0,197195.0,1.0,11.0,1.0,1.0,3.0,177538.0,111.0,1.0,3.0,7820.0,110.0,20100.0,1.0,0.0,2.0,4.0,12325.0,443.0,97.8,0.0,0.0,136.0,136.0,7.0,3.0,0.0,7.0,3.0,0.0,5.0,5.0,5.0,7.0,13.0,5.0,15.0,5.0,16.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,179746.0,197195.0,20100.0,159646.0,N,Cash,N,2015,12
9336,35000.0,35000.0,35000.0,60.0,13.67,808.42,C,C4,RN quality coordinator,0.0,MORTGAGE,143000.0,Verified,n,debt_consolidation,Debt consolidation,069xx,CT,15.5,0.0,May-1995,685.0,689.0,1.0,24.0,0.0,26001.0,35.0,45.0,w,0.0,1.0,Individual,0.0,0.0,572259.0,3.0,1.0,1.0,1.0,4.0,34566.0,98.0,3.0,7.0,6392.0,35.0,75270.0,0.0,0.0,4.0,9.0,26011.0,5929.0,37.0,0.0,0.0,126.0,247.0,2.0,2.0,2.0,2.0,4.0,0.0,7.0,20.0,13.0,14.0,9.0,20.0,33.0,10.0,22.0,,0.0,0.0,5.0,98.0,42.9,0.0,0.0,625900.0,60567.0,41500.0,35140.0,N,Cash,N,2015,12
8609,18650.0,18650.0,18650.0,60.0,14.48,438.61,C,C5,Owner,4.0,MORTGAGE,45000.0,Source Verified,n,debt_consolidation,Debt consolidation,853xx,AZ,18.36,2.0,Oct-2009,680.0,684.0,0.0,13.0,0.0,6645.0,19.1,19.0,w,0.0,1.0,Individual,0.0,0.0,205377.0,2.0,2.0,1.0,2.0,8.0,20412.0,79.0,3.0,5.0,3596.0,45.0,34700.0,3.0,0.0,6.0,9.0,15798.0,25971.0,20.1,0.0,0.0,14.0,74.0,5.0,4.0,2.0,5.0,7.0,0.0,3.0,4.0,8.0,12.0,2.0,10.0,15.0,4.0,13.0,0.0,0.0,0.0,5.0,89.5,0.0,0.0,0.0,239132.0,27057.0,32500.0,25871.0,N,Cash,N,2015,12
6939,4775.0,4775.0,4775.0,36.0,21.48,181.08,E,E5,Mortgage ,10.0,OWN,50000.0,Verified,n,debt_consolidation,Debt consolidation,370xx,TN,17.02,2.0,Oct-2001,665.0,669.0,2.0,10.0,0.0,436.0,9.7,20.0,w,1.0,1.0,Individual,0.0,1635.0,111871.0,2.0,4.0,3.0,4.0,1.0,111435.0,94.0,1.0,4.0,343.0,80.0,4500.0,3.0,0.0,7.0,8.0,11187.0,2564.0,14.5,0.0,0.0,170.0,29.0,8.0,1.0,2.0,14.0,1.0,0.0,3.0,3.0,4.0,4.0,12.0,6.0,6.0,3.0,10.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,80136.0,111871.0,3000.0,75636.0,N,Cash,N,2015,12
357,20000.0,20000.0,20000.0,60.0,14.85,474.23,C,C5,Accounting Manager,5.0,OWN,75000.0,Not Verified,n,debt_consolidation,Debt consolidation,914xx,CA,18.76,0.0,Apr-1992,705.0,709.0,0.0,16.0,0.0,59351.0,89.0,36.0,w,0.0,1.0,Individual,0.0,0.0,369878.0,0.0,1.0,0.0,1.0,22.0,20348.0,72.0,3.0,4.0,15716.0,84.0,66700.0,1.0,0.0,2.0,5.0,24659.0,0.0,100.9,0.0,0.0,129.0,284.0,9.0,9.0,5.0,9.0,5.0,0.0,5.0,8.0,6.0,14.0,2.0,13.0,28.0,8.0,16.0,0.0,0.0,0.0,3.0,100.0,83.3,0.0,0.0,424836.0,79699.0,35100.0,28236.0,N,Cash,N,2015,12
4956,20000.0,20000.0,20000.0,36.0,9.8,643.47,B,B3,Project Manager,7.0,MORTGAGE,110000.0,Not Verified,n,home_improvement,Home improvement,010xx,MA,15.8,1.0,Jun-2000,680.0,684.0,0.0,11.0,0.0,22314.0,46.0,26.0,w,0.0,1.0,Individual,0.0,0.0,282644.0,1.0,2.0,1.0,1.0,8.0,28438.0,73.0,2.0,3.0,10097.0,58.0,48500.0,5.0,0.0,11.0,5.0,28264.0,18350.0,49.2,0.0,0.0,60.0,186.0,6.0,6.0,2.0,19.0,1.0,0.0,3.0,4.0,5.0,10.0,7.0,8.0,17.0,5.0,11.0,0.0,0.0,0.0,4.0,92.3,25.0,0.0,0.0,323011.0,50752.0,36100.0,38858.0,N,Cash,N,2015,12
6666,23650.0,23650.0,23650.0,36.0,11.99,785.41,C,C1,Access Point Support Representative,1.0,MORTGAGE,72000.0,Verified,n,debt_consolidation,Debt consolidation,921xx,CA,2.55,0.0,Aug-1995,665.0,669.0,0.0,4.0,1.0,5102.0,43.0,15.0,w,0.0,1.0,Individual,0.0,0.0,5102.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,2.0,2653.0,43.0,11750.0,0.0,0.0,0.0,2.0,1700.0,3917.0,43.0,0.0,0.0,185.0,244.0,6.0,6.0,3.0,6.0,22.0,0.0,4.0,3.0,5.0,5.0,3.0,3.0,10.0,2.0,3.0,,0.0,0.0,1.0,80.0,0.0,1.0,0.0,11750.0,5102.0,11750.0,0.0,N,Cash,N,2015,12
1356,29650.0,29650.0,29650.0,36.0,19.89,1100.24,E,E3,driver,2.0,MORTGAGE,71000.0,Source Verified,n,debt_consolidation,Debt consolidation,583xx,ND,29.51,0.0,Apr-2004,675.0,679.0,0.0,15.0,0.0,19809.0,56.4,30.0,w,0.0,1.0,Individual,0.0,0.0,141632.0,3.0,3.0,1.0,2.0,6.0,49224.0,75.0,3.0,4.0,4338.0,69.0,35100.0,4.0,3.0,2.0,6.0,9442.0,4801.0,73.2,0.0,0.0,103.0,140.0,2.0,2.0,1.0,2.0,6.0,0.0,5.0,7.0,6.0,9.0,11.0,11.0,18.0,7.0,15.0,0.0,0.0,0.0,4.0,89.7,50.0,0.0,0.0,178513.0,69033.0,17900.0,65413.0,N,Cash,N,2015,12
7535,15000.0,15000.0,15000.0,36.0,6.89,462.41,A,A3,Parts Specialist,10.0,MORTGAGE,52000.0,Not Verified,n,debt_consolidation,Debt consolidation,015xx,MA,33.66,0.0,Apr-2003,715.0,719.0,0.0,7.0,0.0,4327.0,60.9,21.0,w,0.0,1.0,Individual,0.0,0.0,162524.0,0.0,2.0,0.0,2.0,17.0,52205.0,51.0,0.0,0.0,1380.0,58.0,7100.0,4.0,3.0,3.0,3.0,23218.0,2620.0,34.5,0.0,0.0,152.0,135.0,57.0,7.0,1.0,57.0,8.0,0.0,1.0,2.0,2.0,2.0,14.0,3.0,5.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,192185.0,64988.0,4000.0,75488.0,N,Cash,N,2015,12
